/fs01/home/addisonw/fairseq/librispeech_finetuning
9h/other/8765/295003/8765-295003-0033.flac	177120
9h/other/8765/295003/8765-295003-0028.flac	58640
9h/other/8765/295003/8765-295003-0000.flac	199440
9h/other/8765/295003/8765-295003-0002.flac	155120
9h/other/8765/295003/8765-295003-0011.flac	230960
9h/other/8765/295003/8765-295003-0007.flac	204959
9h/other/8765/295003/8765-295003-0027.flac	238400
9h/other/8765/295003/8765-295003-0041.flac	139680
9h/other/8765/295003/8765-295003-0003.flac	230800
9h/other/8765/295003/8765-295003-0017.flac	203120
9h/other/8765/295003/8765-295003-0001.flac	121520
9h/other/8765/295003/8765-295003-0038.flac	229600
9h/other/8765/295003/8765-295003-0022.flac	224160
9h/other/8765/295003/8765-295003-0018.flac	128480
9h/other/8765/295003/8765-295003-0043.flac	134320
9h/other/8765/295003/8765-295003-0026.flac	243280
9h/other/8765/295003/8765-295003-0025.flac	239040
9h/other/8765/295003/8765-295003-0024.flac	187920
9h/other/8765/295003/8765-295003-0039.flac	240880
9h/other/8765/295003/8765-295003-0006.flac	231760
9h/other/8765/295003/8765-295003-0030.flac	221680
9h/other/8765/295003/8765-295003-0020.flac	219600
9h/other/8765/295003/8765-295003-0004.flac	129040
9h/other/8765/295003/8765-295003-0008.flac	252481
9h/other/8765/295003/8765-295003-0010.flac	189920
9h/other/8765/295003/8765-295003-0019.flac	250960
9h/other/8765/295003/8765-295003-0012.flac	252320
9h/other/8765/295003/8765-295003-0046.flac	218240
9h/other/8765/295003/8765-295003-0005.flac	149840
9h/other/8765/295003/8765-295003-0037.flac	97360
9h/other/8765/295003/8765-295003-0032.flac	102480
9h/other/8765/295003/8765-295003-0042.flac	127840
9h/other/8765/295003/8765-295003-0014.flac	146320
9h/other/8765/295003/8765-295003-0047.flac	86960
9h/other/8765/295003/8765-295003-0045.flac	200160
9h/other/8765/295003/8765-295003-0036.flac	236800
9h/other/8765/295003/8765-295003-0035.flac	250800
9h/other/8765/295003/8765-295003-0044.flac	180240
9h/other/8765/295003/8765-295003-0016.flac	68480
9h/other/8765/295003/8765-295003-0015.flac	101840
9h/other/8765/295003/8765-295003-0029.flac	256800
9h/other/8765/295003/8765-295003-0023.flac	98240
9h/other/8765/295003/8765-295003-0031.flac	205760
9h/other/8765/295003/8765-295003-0040.flac	208320
9h/other/8765/295003/8765-295003-0021.flac	206080
9h/other/8765/295003/8765-295003-0009.flac	164640
9h/other/8765/295003/8765-295003-0013.flac	68800
9h/other/8765/295000/8765-295000-0023.flac	240160
9h/other/8765/295000/8765-295000-0046.flac	196480
9h/other/8765/295000/8765-295000-0032.flac	246080
9h/other/8765/295000/8765-295000-0028.flac	251200
9h/other/8765/295000/8765-295000-0017.flac	245440
9h/other/8765/295000/8765-295000-0033.flac	230960
9h/other/8765/295000/8765-295000-0026.flac	226560
9h/other/8765/295000/8765-295000-0014.flac	48960
9h/other/8765/295000/8765-295000-0018.flac	244320
9h/other/8765/295000/8765-295000-0047.flac	124800
9h/other/8765/295000/8765-295000-0020.flac	53920
9h/other/8765/295000/8765-295000-0021.flac	222160
9h/other/8765/295000/8765-295000-0034.flac	55359
9h/other/8765/295000/8765-295000-0031.flac	88800
9h/other/8765/295000/8765-295000-0016.flac	225680
9h/other/8765/295000/8765-295000-0025.flac	232720
9h/other/8765/295000/8765-295000-0030.flac	240400
9h/other/8765/295000/8765-295000-0015.flac	231840
