/fs01/home/addisonw/fairseq/processed_VOICED/wavs
voice078.wav	38080
voice053.wav	37760
voice006.wav	38080
voice186.wav	38080
voice015.wav	38080
voice042.wav	38080
voice206.wav	38080
voice004.wav	38080
voice055.wav	38080
voice103.wav	38080
voice011.wav	38080
voice132.wav	38080
voice139.wav	38080
voice111.wav	38080
voice162.wav	37760
voice058.wav	38080
voice167.wav	38080
voice019.wav	38080
voice203.wav	38080
voice023.wav	38080
voice064.wav	38080
voice113.wav	38080
voice175.wav	38080
voice050.wav	38080
voice137.wav	37760
voice138.wav	38080
voice168.wav	38080
voice039.wav	38080
voice205.wav	38080
voice081.wav	38080
voice109.wav	38080
voice189.wav	38080
voice101.wav	38080
voice153.wav	38080
voice041.wav	38080
voice119.wav	38080
voice130.wav	38080
voice191.wav	38080
voice014.wav	38080
voice045.wav	38080
voice076.wav	38080
voice022.wav	38080
voice156.wav	37760
voice040.wav	38080
voice171.wav	38080
voice135.wav	38080
voice195.wav	38080
voice098.wav	37760
voice129.wav	38080
voice161.wav	38080
voice163.wav	38080
voice197.wav	37760
voice079.wav	37760
voice200.wav	38080
voice187.wav	38080
voice090.wav	38080
voice150.wav	38080
voice083.wav	38080
voice077.wav	38080
voice152.wav	38080
voice027.wav	38080
voice073.wav	38080
voice056.wav	38080
voice021.wav	38080
voice166.wav	38080
voice192.wav	38080
voice025.wav	38400
voice074.wav	38080
voice145.wav	38080
voice147.wav	38080
voice030.wav	38080
voice035.wav	38080
voice097.wav	37760
voice059.wav	38080
voice003.wav	38080
voice120.wav	38080
voice089.wav	38080
voice107.wav	38080
voice020.wav	38080
voice094.wav	38080
voice141.wav	38080
voice106.wav	38720
voice125.wav	38080
voice009.wav	38080
voice010.wav	38080
voice095.wav	38080
voice072.wav	38080
voice034.wav	38080
voice196.wav	37760
voice084.wav	38080
voice158.wav	38080
voice165.wav	38080
voice092.wav	38080
voice075.wav	38080
voice017.wav	38080
voice148.wav	38080
voice179.wav	38080
voice031.wav	38080
voice093.wav	38080
voice122.wav	38080
voice007.wav	38080
voice115.wav	38080
voice105.wav	38080
voice154.wav	38080
voice188.wav	38080
voice184.wav	37760
voice146.wav	38400
voice182.wav	38080
voice201.wav	38080
voice143.wav	38080
voice099.wav	38080
voice116.wav	38080
voice002.wav	38080
voice144.wav	38080
voice178.wav	38080
voice036.wav	37760
voice199.wav	37760
voice160.wav	38080
voice070.wav	37760
voice047.wav	37760
voice008.wav	38080
voice068.wav	38080
voice149.wav	37760
voice037.wav	38080
voice112.wav	38080
voice180.wav	38080
voice063.wav	37760
voice124.wav	37760
voice051.wav	37760
voice033.wav	38080
voice142.wav	38400
voice013.wav	38080
voice057.wav	38080
voice012.wav	37760
voice069.wav	38080
voice018.wav	38080
voice060.wav	38080
voice054.wav	38080
voice177.wav	38080
voice085.wav	37760
voice123.wav	38080
voice066.wav	38080
voice157.wav	38080
voice096.wav	38080
voice164.wav	38080
voice087.wav	38080
voice029.wav	38080
voice024.wav	38080
voice065.wav	38080
voice128.wav	38080
voice091.wav	38080
voice067.wav	38080
voice176.wav	38080
voice207.wav	38080
voice198.wav	38080
voice110.wav	38080
voice133.wav	37760
voice071.wav	38080
voice088.wav	38080
voice134.wav	38080
voice080.wav	38080
voice170.wav	38400
voice155.wav	38080
voice104.wav	38080
voice005.wav	38080
voice136.wav	38080
voice127.wav	38080
voice082.wav	38080
voice052.wav	38080
voice183.wav	38080
voice126.wav	37760
voice151.wav	38080
voice190.wav	37760
voice086.wav	38080
voice048.wav	38080
voice173.wav	38080
voice100.wav	38080
voice159.wav	37760
voice117.wav	38080
voice185.wav	38080
voice044.wav	37760
voice118.wav	38400
voice121.wav	38080
